"","before shift began","<1","2-Jan","4-Feb","6-Apr","8-Jun","10-Aug","12-Oct","16-Dec",">16","value"
"2342",0,0,0,0,0,1,0,0,0,0,2
"2343",0,0,0,0,0,1,0,0,0,0,3
"2344",0,0,0,0,0,1,0,0,0,0,42
"2345",0,0,0,0,0,1,0,0,0,0,3
"2346",0,0,0,0,0,1,0,0,0,0,2
"2347",0,0,0,0,0,1,0,0,0,0,50
"2348",0,0,0,0,0,1,0,0,0,0,9
"2349",0,0,0,0,0,1,0,0,0,0,5
"2350",0,0,0,0,0,1,0,0,0,0,10
"2351",0,0,0,0,0,1,0,0,0,0,4
"2352",0,0,0,0,0,1,0,0,0,0,1
"2353",0,0,0,0,0,1,0,0,0,0,9
"2354",0,0,0,0,0,1,0,0,0,0,4
"2355",0,0,0,0,0,1,0,0,0,0,4
"2356",0,0,0,0,0,1,0,0,0,0,20
"2357",0,0,0,0,0,1,0,0,0,0,10
"2358",0,0,0,0,0,1,0,0,0,0,12
"2359",0,0,0,0,0,1,0,0,0,0,3
"2360",0,0,0,0,0,1,0,0,0,0,5
"2361",0,0,0,0,0,1,0,0,0,0,41
"2362",0,0,0,0,0,1,0,0,0,0,15
"2363",0,0,0,0,0,1,0,0,0,0,25
"2364",0,0,0,0,0,1,0,0,0,0,4
"2365",0,0,0,0,0,1,0,0,0,0,1
"2366",0,0,0,0,0,1,0,0,0,0,2
"2367",0,0,0,0,0,1,0,0,0,0,1
"2368",0,0,0,0,0,1,0,0,0,0,5
"2369",0,0,0,0,0,1,0,0,0,0,3
"2370",0,0,0,0,0,1,0,0,0,0,2
"2371",0,0,0,0,0,1,0,0,0,0,2
"2372",0,0,0,0,0,1,0,0,0,0,55
"2373",0,0,0,0,0,1,0,0,0,0,4
"2374",0,0,0,0,0,1,0,0,0,0,46
"2375",0,0,0,0,0,1,0,0,0,0,3
"2376",0,0,0,0,0,1,0,0,0,0,26
"2377",0,0,0,0,0,1,0,0,0,0,14
"2378",0,0,0,0,0,1,0,0,0,0,2
"2379",0,0,0,0,0,1,0,0,0,0,11
"2380",0,0,0,0,0,1,0,0,0,0,3
"2381",0,0,0,0,0,1,0,0,0,0,3
"2382",0,0,0,0,0,1,0,0,0,0,4
"2383",0,0,0,0,0,1,0,0,0,0,4
"2384",0,0,0,0,0,1,0,0,0,0,3
"2385",0,0,0,0,0,1,0,0,0,0,124
"2386",0,0,0,0,0,1,0,0,0,0,9
"2387",0,0,0,0,0,1,0,0,0,0,5
"2388",0,0,0,0,0,1,0,0,0,0,5
"2389",0,0,0,0,0,1,0,0,0,0,8
"2390",0,0,0,0,0,1,0,0,0,0,2
"2391",0,0,0,0,0,1,0,0,0,0,3
"2392",0,0,0,0,0,1,0,0,0,0,8
"2393",0,0,0,0,0,1,0,0,0,0,75
"2394",0,0,0,0,0,1,0,0,0,0,56
"2395",0,0,0,0,0,1,0,0,0,0,3
"2396",0,0,0,0,0,1,0,0,0,0,4
"2397",0,0,0,0,0,1,0,0,0,0,22
"2398",0,0,0,0,0,1,0,0,0,0,8
"2399",0,0,0,0,0,1,0,0,0,0,11
"2400",0,0,0,0,0,1,0,0,0,0,24
"2401",0,0,0,0,0,1,0,0,0,0,12
"2402",0,0,0,0,0,1,0,0,0,0,12
"2403",0,0,0,0,0,1,0,0,0,0,3
"2404",0,0,0,0,0,1,0,0,0,0,7
"2405",0,0,0,0,0,1,0,0,0,0,5
"2406",0,0,0,0,0,1,0,0,0,0,5
"2407",0,0,0,0,0,1,0,0,0,0,3
"2408",0,0,0,0,0,1,0,0,0,0,7
"2409",0,0,0,0,0,1,0,0,0,0,2
"2410",0,0,0,0,0,1,0,0,0,0,30
"2411",0,0,0,0,0,1,0,0,0,0,4
"2412",0,0,0,0,0,1,0,0,0,0,2
"2413",0,0,0,0,0,1,0,0,0,0,13
"2414",0,0,0,0,0,1,0,0,0,0,19
"2415",0,0,0,0,0,1,0,0,0,0,6
"2416",0,0,0,0,0,1,0,0,0,0,8
"2417",0,0,0,0,0,1,0,0,0,0,3
"2418",0,0,0,0,0,1,0,0,0,0,58
"2419",0,0,0,0,0,1,0,0,0,0,1
"2420",0,0,0,0,0,1,0,0,0,0,30
"2421",0,0,0,0,0,1,0,0,0,0,5
"2422",0,0,0,0,0,1,0,0,0,0,45
"2423",0,0,0,0,0,1,0,0,0,0,23
"2424",0,0,0,0,0,1,0,0,0,0,52
"2425",0,0,0,0,0,1,0,0,0,0,7
"2426",0,0,0,0,0,1,0,0,0,0,1
"2427",0,0,0,0,0,1,0,0,0,0,11
"2428",0,0,0,0,0,1,0,0,0,0,9
"2429",0,0,0,0,0,1,0,0,0,0,3
"2430",0,0,0,0,0,1,0,0,0,0,6
"2431",0,0,0,0,0,1,0,0,0,0,4
"2432",0,0,0,0,0,1,0,0,0,0,13
"2433",0,0,0,0,0,1,0,0,0,0,21
"2434",0,0,0,0,0,1,0,0,0,0,4
"2435",0,0,0,0,0,1,0,0,0,0,12
"2436",0,0,0,0,0,1,0,0,0,0,22
"2437",0,0,0,0,0,1,0,0,0,0,5
"2438",0,0,0,0,0,1,0,0,0,0,75
"2439",0,0,0,0,0,1,0,0,0,0,59
"2440",0,0,0,0,0,1,0,0,0,0,3
"2441",0,0,0,0,0,1,0,0,0,0,12
"2442",0,0,0,0,0,1,0,0,0,0,94
"2443",0,0,0,0,0,1,0,0,0,0,3
"2444",0,0,0,0,0,1,0,0,0,0,2
"2445",0,0,0,0,0,1,0,0,0,0,5
"2446",0,0,0,0,0,1,0,0,0,0,1
"2447",0,0,0,0,0,1,0,0,0,0,26
"2448",0,0,0,0,0,1,0,0,0,0,30
"2449",0,0,0,0,0,1,0,0,0,0,2
"2450",0,0,0,0,0,1,0,0,0,0,2
"2451",0,0,0,0,0,1,0,0,0,0,3
"2452",0,0,0,0,0,1,0,0,0,0,19
"2453",0,0,0,0,0,1,0,0,0,0,4
"2454",0,0,0,0,0,1,0,0,0,0,29
"2455",0,0,0,0,0,1,0,0,0,0,10
"2456",0,0,0,0,0,1,0,0,0,0,9
"2457",0,0,0,0,0,1,0,0,0,0,8
"2458",0,0,0,0,0,1,0,0,0,0,10
"2459",0,0,0,0,0,1,0,0,0,0,1
"2460",0,0,0,0,0,1,0,0,0,0,8
"2461",0,0,0,0,0,1,0,0,0,0,3
"2462",0,0,0,0,0,1,0,0,0,0,3
"2463",0,0,0,0,0,1,0,0,0,0,4
"2464",0,0,0,0,0,1,0,0,0,0,4
"2465",0,0,0,0,0,1,0,0,0,0,2
"2466",0,0,0,0,0,1,0,0,0,0,1
"2467",0,0,0,0,0,1,0,0,0,0,4
"2468",0,0,0,0,0,1,0,0,0,0,3
"2469",0,0,0,0,0,1,0,0,0,0,7
"2470",0,0,0,0,0,1,0,0,0,0,10
"2471",0,0,0,0,0,1,0,0,0,0,6
"2472",0,0,0,0,0,1,0,0,0,0,20
"2473",0,0,0,0,0,1,0,0,0,0,90
"2474",0,0,0,0,0,1,0,0,0,0,6
"2475",0,0,0,0,0,1,0,0,0,0,3
"2476",0,0,0,0,0,1,0,0,0,0,2
"2477",0,0,0,0,0,1,0,0,0,0,2
"2478",0,0,0,0,0,1,0,0,0,0,4
"2479",0,0,0,0,0,1,0,0,0,0,4
"2480",0,0,0,0,0,1,0,0,0,0,2
"2481",0,0,0,0,0,1,0,0,0,0,2
"2482",0,0,0,0,0,1,0,0,0,0,22
"2483",0,0,0,0,0,1,0,0,0,0,3
"2484",0,0,0,0,0,1,0,0,0,0,2
"2485",0,0,0,0,0,1,0,0,0,0,4
"2486",0,0,0,0,0,1,0,0,0,0,5
"2487",0,0,0,0,0,1,0,0,0,0,9
"2488",0,0,0,0,0,1,0,0,0,0,1
"2489",0,0,0,0,0,1,0,0,0,0,5
"2490",0,0,0,0,0,1,0,0,0,0,2
"2491",0,0,0,0,0,1,0,0,0,0,5
"2492",0,0,0,0,0,1,0,0,0,0,9
"2493",0,0,0,0,0,0,1,0,0,0,17
"2494",0,0,0,0,0,0,1,0,0,0,38
"2495",0,0,0,0,0,0,1,0,0,0,15
"2496",0,0,0,0,0,0,1,0,0,0,9
"2497",0,0,0,0,0,0,1,0,0,0,9
"2498",0,0,0,0,0,0,1,0,0,0,4
"2499",0,0,0,0,0,0,1,0,0,0,1
"2500",0,0,0,0,0,0,1,0,0,0,2
"2501",0,0,0,0,0,0,1,0,0,0,13
"2502",0,0,0,0,0,0,1,0,0,0,5
"2503",0,0,0,0,0,0,1,0,0,0,38
"2504",0,0,0,0,0,0,1,0,0,0,39
"2505",0,0,0,0,0,0,1,0,0,0,4
"2506",0,0,0,0,0,0,1,0,0,0,17
"2507",0,0,0,0,0,0,1,0,0,0,38
"2508",0,0,0,0,0,0,1,0,0,0,13
"2509",0,0,0,0,0,0,1,0,0,0,7
"2510",0,0,0,0,0,0,1,0,0,0,4
"2511",0,0,0,0,0,0,1,0,0,0,3
"2512",0,0,0,0,0,0,1,0,0,0,1
"2513",0,0,0,0,0,0,1,0,0,0,4
"2514",0,0,0,0,0,0,1,0,0,0,6
"2515",0,0,0,0,0,0,1,0,0,0,97
"2516",0,0,0,0,0,0,1,0,0,0,15
"2517",0,0,0,0,0,0,1,0,0,0,55
"2518",0,0,0,0,0,0,1,0,0,0,13
"2519",0,0,0,0,0,0,1,0,0,0,5
"2520",0,0,0,0,0,0,1,0,0,0,11
"2521",0,0,0,0,0,0,1,0,0,0,39
"2522",0,0,0,0,0,0,1,0,0,0,11
"2523",0,0,0,0,0,0,1,0,0,0,11
"2524",0,0,0,0,0,0,1,0,0,0,6
"2525",0,0,0,0,0,0,1,0,0,0,40
"2526",0,0,0,0,0,0,1,0,0,0,7
"2527",0,0,0,0,0,0,1,0,0,0,31
"2528",0,0,0,0,0,0,1,0,0,0,14
"2529",0,0,0,0,0,0,1,0,0,0,13
"2530",0,0,0,0,0,0,1,0,0,0,9
"2531",0,0,0,0,0,0,1,0,0,0,9
"2532",0,0,0,0,0,0,1,0,0,0,4
"2533",0,0,0,0,0,0,1,0,0,0,1
"2534",0,0,0,0,0,0,1,0,0,0,2
"2535",0,0,0,0,0,0,1,0,0,0,2
"2536",0,0,0,0,0,0,1,0,0,0,13
"2537",0,0,0,0,0,0,1,0,0,0,4
"2538",0,0,0,0,0,0,1,0,0,0,9
"2539",0,0,0,0,0,0,1,0,0,0,3
"2540",0,0,0,0,0,0,1,0,0,0,16
"2541",0,0,0,0,0,0,1,0,0,0,21
"2542",0,0,0,0,0,0,1,0,0,0,21
"2543",0,0,0,0,0,0,1,0,0,0,17
"2544",0,0,0,0,0,0,1,0,0,0,38
"2545",0,0,0,0,0,0,1,0,0,0,3
"2546",0,0,0,0,0,0,1,0,0,0,13
"2547",0,0,0,0,0,0,1,0,0,0,7
"2548",0,0,0,0,0,0,1,0,0,0,4
"2549",0,0,0,0,0,0,1,0,0,0,3
"2550",0,0,0,0,0,0,1,0,0,0,1
"2551",0,0,0,0,0,0,1,0,0,0,6
"2552",0,0,0,0,0,0,1,0,0,0,8
"2553",0,0,0,0,0,0,1,0,0,0,7
"2554",0,0,0,0,0,0,1,0,0,0,5
"2555",0,0,0,0,0,0,1,0,0,0,12
"2556",0,0,0,0,0,0,1,0,0,0,10
"2557",0,0,0,0,0,0,1,0,0,0,3
"2558",0,0,0,0,0,0,1,0,0,0,4
"2559",0,0,0,0,0,0,1,0,0,0,1
"2560",0,0,0,0,0,0,1,0,0,0,5
"2561",0,0,0,0,0,0,1,0,0,0,4
"2562",0,0,0,0,0,0,1,0,0,0,5
"2563",0,0,0,0,0,0,1,0,0,0,56
"2564",0,0,0,0,0,0,1,0,0,0,7
"2565",0,0,0,0,0,0,1,0,0,0,7
"2566",0,0,0,0,0,0,1,0,0,0,6
"2567",0,0,0,0,0,0,1,0,0,0,97
"2568",0,0,0,0,0,0,1,0,0,0,30
"2569",0,0,0,0,0,0,1,0,0,0,7
"2570",0,0,0,0,0,0,1,0,0,0,15
"2571",0,0,0,0,0,0,1,0,0,0,20
"2572",0,0,0,0,0,0,1,0,0,0,2
"2573",0,0,0,0,0,0,1,0,0,0,3
"2574",0,0,0,0,0,0,1,0,0,0,19
"2575",0,0,0,0,0,0,1,0,0,0,55
"2576",0,0,0,0,0,0,1,0,0,0,13
"2577",0,0,0,0,0,0,1,0,0,0,5
"2578",0,0,0,0,0,0,1,0,0,0,11
"2579",0,0,0,0,0,0,1,0,0,0,39
"2580",0,0,0,0,0,0,1,0,0,0,4
"2581",0,0,0,0,0,0,1,0,0,0,11
"2582",0,0,0,0,0,0,1,0,0,0,2
"2583",0,0,0,0,0,0,1,0,0,0,11
"2584",0,0,0,0,0,0,1,0,0,0,6
"2585",0,0,0,0,0,0,1,0,0,0,7
"2586",0,0,0,0,0,0,1,0,0,0,5
"2587",0,0,0,0,0,0,1,0,0,0,43
"2588",0,0,0,0,0,0,1,0,0,0,5
"2589",0,0,0,0,0,0,1,0,0,0,6
"2590",0,0,0,0,0,0,1,0,0,0,14
"2591",0,0,0,0,0,0,1,0,0,0,2
"2592",0,0,0,0,0,0,1,0,0,0,2
"2593",0,0,0,0,0,0,1,0,0,0,6
"2594",0,0,0,0,0,0,1,0,0,0,5
"2595",0,0,0,0,0,0,1,0,0,0,40
"2596",0,0,0,0,0,0,1,0,0,0,7
"2597",0,0,0,0,0,0,1,0,0,0,31
"2598",0,0,0,0,0,0,1,0,0,0,14
"2599",0,0,0,0,0,0,1,0,0,0,13
"2600",0,0,0,0,0,0,1,0,0,0,9
"2601",0,0,0,0,0,0,1,0,0,0,9
"2602",0,0,0,0,0,0,1,0,0,0,4
"2603",0,0,0,0,0,0,1,0,0,0,1
"2604",0,0,0,0,0,0,1,0,0,0,1
"2605",0,0,0,0,0,0,1,0,0,0,5
"2606",0,0,0,0,0,0,1,0,0,0,1
"2607",0,0,0,0,0,0,1,0,0,0,3
"2608",0,0,0,0,0,0,1,0,0,0,6
"2609",0,0,0,0,0,0,1,0,0,0,3
"2610",0,0,0,0,0,0,1,0,0,0,84
"2611",0,0,0,0,0,0,1,0,0,0,7
"2612",0,0,0,0,0,0,1,0,0,0,9
"2613",0,0,0,0,0,0,1,0,0,0,2
"2614",0,0,0,0,0,0,1,0,0,0,4
"2615",0,0,0,0,0,0,1,0,0,0,2
"2616",0,0,0,0,0,0,1,0,0,0,13
"2617",0,0,0,0,0,0,1,0,0,0,4
"2618",0,0,0,0,0,0,1,0,0,0,38
"2619",0,0,0,0,0,0,1,0,0,0,86
"2620",0,0,0,0,0,0,1,0,0,0,2
"2621",0,0,0,0,0,0,1,0,0,0,9
"2622",0,0,0,0,0,0,1,0,0,0,2
"2623",0,0,0,0,0,0,1,0,0,0,1
"2624",0,0,0,0,0,0,1,0,0,0,2
"2625",0,0,0,0,0,0,1,0,0,0,27
"2626",0,0,0,0,0,0,1,0,0,0,37
"2627",0,0,0,0,0,0,1,0,0,0,4
"2628",0,0,0,0,0,0,1,0,0,0,5
"2629",0,0,0,0,0,0,1,0,0,0,1
"2630",0,0,0,0,0,0,1,0,0,0,53
"2631",0,0,0,0,0,0,1,0,0,0,85
"2632",0,0,0,0,0,0,1,0,0,0,19
"2633",0,0,0,0,0,0,1,0,0,0,36
"2634",0,0,0,0,0,0,1,0,0,0,4
"2635",0,0,0,0,0,0,1,0,0,0,5
"2636",0,0,0,0,0,0,1,0,0,0,20
"2637",0,0,0,0,0,0,1,0,0,0,8
"2638",0,0,0,0,0,0,1,0,0,0,27
"2639",0,0,0,0,0,0,1,0,0,0,19
"2640",0,0,0,0,0,0,1,0,0,0,4
"2641",0,0,0,0,0,0,1,0,0,0,65
"2642",0,0,0,0,0,0,1,0,0,0,2
"2643",0,0,0,0,0,0,1,0,0,0,85
"2644",0,0,0,0,0,0,1,0,0,0,5
"2645",0,0,0,0,0,0,1,0,0,0,36
"2646",0,0,0,0,0,0,1,0,0,0,4
"2647",0,0,0,0,0,0,1,0,0,0,1
"2648",0,0,0,0,0,0,1,0,0,0,21
"2649",0,0,0,0,0,0,1,0,0,0,3
"2650",0,0,0,0,0,0,1,0,0,0,4
"2651",0,0,0,0,0,0,1,0,0,0,65
"2652",0,0,0,0,0,0,1,0,0,0,2
"2653",0,0,0,0,0,0,1,0,0,0,4
"2654",0,0,0,0,0,0,1,0,0,0,95
"2655",0,0,0,0,0,0,1,0,0,0,1
"2656",0,0,0,0,0,0,1,0,0,0,25
"2657",0,0,0,0,0,0,1,0,0,0,2
"2658",0,0,0,0,0,0,1,0,0,0,11
"2659",0,0,0,0,0,0,1,0,0,0,2
"2660",0,0,0,0,0,0,1,0,0,0,153
"2661",0,0,0,0,0,0,1,0,0,0,6
"2662",0,0,0,0,0,0,1,0,0,0,49
"2663",0,0,0,0,0,0,1,0,0,0,39
"2664",0,0,0,0,0,0,1,0,0,0,40
"2665",0,0,0,0,0,0,1,0,0,0,85
"2666",0,0,0,0,0,0,1,0,0,0,5
"2667",0,0,0,0,0,0,1,0,0,0,2
"2668",0,0,0,0,0,0,1,0,0,0,3
"2669",0,0,0,0,0,0,1,0,0,0,7
"2670",0,0,0,0,0,0,1,0,0,0,3
"2671",0,0,0,0,0,0,1,0,0,0,4
"2672",0,0,0,0,0,0,1,0,0,0,4
"2673",0,0,0,0,0,0,1,0,0,0,1
"2674",0,0,0,0,0,0,1,0,0,0,155
"2675",0,0,0,0,0,0,1,0,0,0,57
"2676",0,0,0,0,0,0,1,0,0,0,2
"2677",0,0,0,0,0,0,1,0,0,0,8
"2678",0,0,0,0,0,0,1,0,0,0,108
"2679",0,0,0,0,0,0,1,0,0,0,17
"2680",0,0,0,0,0,0,1,0,0,0,3
"2681",0,0,0,0,0,0,1,0,0,0,53
"2682",0,0,0,0,0,0,1,0,0,0,3
"2683",0,0,0,0,0,0,1,0,0,0,3
"2684",0,0,0,0,0,0,1,0,0,0,36
"2685",0,0,0,0,0,0,1,0,0,0,4
"2686",0,0,0,0,0,0,1,0,0,0,1
"2687",0,0,0,0,0,0,1,0,0,0,3
"2688",0,0,0,0,0,0,1,0,0,0,2
"2689",0,0,0,0,0,0,1,0,0,0,3
"2690",0,0,0,0,0,0,1,0,0,0,180
"2691",0,0,0,0,0,0,1,0,0,0,27
"2692",0,0,0,0,0,0,1,0,0,0,10
"2693",0,0,0,0,0,0,1,0,0,0,38
"2694",0,0,0,0,0,0,1,0,0,0,1
"2695",0,0,0,0,0,0,1,0,0,0,5
"2696",0,0,0,0,0,0,1,0,0,0,15
"2697",0,0,0,0,0,0,1,0,0,0,2
"2698",0,0,0,0,0,0,1,0,0,0,3
"2699",0,0,0,0,0,0,1,0,0,0,95
"2700",0,0,0,0,0,0,1,0,0,0,5
"2701",0,0,0,0,0,0,1,0,0,0,24
"2702",0,0,0,0,0,0,1,0,0,0,7
"2703",0,0,0,0,0,0,1,0,0,0,25
"2704",0,0,0,0,0,0,1,0,0,0,21
"2705",0,0,0,0,0,0,1,0,0,0,15
"2706",0,0,0,0,0,0,1,0,0,0,86
"2707",0,0,0,0,0,0,1,0,0,0,7
"2708",0,0,0,0,0,0,1,0,0,0,3
"2709",0,0,0,0,0,0,1,0,0,0,4
"2710",0,0,0,0,0,0,1,0,0,0,180
"2711",0,0,0,0,0,0,1,0,0,0,3
"2712",0,0,0,0,0,0,1,0,0,0,1
"2713",0,0,0,0,0,0,1,0,0,0,10
"2714",0,0,0,0,0,0,1,0,0,0,37
"2715",0,0,0,0,0,0,1,0,0,0,99
"2716",0,0,0,0,0,0,1,0,0,0,10
"2717",0,0,0,0,0,0,1,0,0,0,2
"2718",0,0,0,0,0,0,1,0,0,0,6
"2719",0,0,0,0,0,0,1,0,0,0,3
"2720",0,0,0,0,0,0,1,0,0,0,7
"2721",0,0,0,0,0,0,1,0,0,0,2
"2722",0,0,0,0,0,0,1,0,0,0,1
"2723",0,0,0,0,0,0,1,0,0,0,8
"2724",0,0,0,0,0,0,1,0,0,0,9
"2725",0,0,0,0,0,0,1,0,0,0,2
"2726",0,0,0,0,0,0,1,0,0,0,180
"2727",0,0,0,0,0,0,1,0,0,0,4
"2728",0,0,0,0,0,0,1,0,0,0,2
"2729",0,0,0,0,0,0,1,0,0,0,5
"2730",0,0,0,0,0,0,1,0,0,0,1
"2731",0,0,0,0,0,0,1,0,0,0,90
"2732",0,0,0,0,0,0,1,0,0,0,2
"2733",0,0,0,0,0,0,1,0,0,0,7
"2734",0,0,0,0,0,0,1,0,0,0,10
"2735",0,0,0,0,0,0,1,0,0,0,10
"2736",0,0,0,0,0,0,1,0,0,0,7
"2737",0,0,0,0,0,0,1,0,0,0,5
"2738",0,0,0,0,0,0,1,0,0,0,17
"2739",0,0,0,0,0,0,1,0,0,0,15
"2740",0,0,0,0,0,0,1,0,0,0,1
"2741",0,0,0,0,0,0,1,0,0,0,65
"2742",0,0,0,0,0,0,1,0,0,0,2
"2743",0,0,0,0,0,0,1,0,0,0,30
"2744",0,0,0,0,0,0,1,0,0,0,21
"2745",0,0,0,0,0,0,1,0,0,0,15
"2746",0,0,0,0,0,0,1,0,0,0,1
"2747",0,0,0,0,0,0,1,0,0,0,1
"2748",0,0,0,0,0,0,1,0,0,0,4
"2749",0,0,0,0,0,0,1,0,0,0,4
"2750",0,0,0,0,0,0,1,0,0,0,2
"2751",0,0,0,0,0,0,1,0,0,0,6
"2752",0,0,0,0,0,0,0,1,0,0,2
"2753",0,0,0,0,0,0,0,1,0,0,2
"2754",0,0,0,0,0,0,0,1,0,0,1
"2755",0,0,0,0,0,0,0,1,0,0,2
"2756",0,0,0,0,0,0,0,1,0,0,2
"2757",0,0,0,0,0,0,0,1,0,0,19
"2758",0,0,0,0,0,0,0,1,0,0,65
"2759",0,0,0,0,0,0,0,1,0,0,17
"2760",0,0,0,0,0,0,0,1,0,0,11
"2761",0,0,0,0,0,0,0,1,0,0,60
"2762",0,0,0,0,0,0,0,1,0,0,16
"2763",0,0,0,0,0,0,0,1,0,0,13
"2764",0,0,0,0,0,0,0,1,0,0,5
"2765",0,0,0,0,0,0,0,1,0,0,3
"2766",0,0,0,0,0,0,0,1,0,0,18
"2767",0,0,0,0,0,0,0,1,0,0,74
"2768",0,0,0,0,0,0,0,1,0,0,5
"2769",0,0,0,0,0,0,0,1,0,0,46
"2770",0,0,0,0,0,0,0,1,0,0,3
"2771",0,0,0,0,0,0,0,1,0,0,62
"2772",0,0,0,0,0,0,0,1,0,0,1
"2773",0,0,0,0,0,0,0,1,0,0,6
"2774",0,0,0,0,0,0,0,1,0,0,13
"2775",0,0,0,0,0,0,0,1,0,0,180
"2776",0,0,0,0,0,0,0,1,0,0,24
"2777",0,0,0,0,0,0,0,0,1,0,8
"2778",0,0,0,0,0,0,0,0,1,0,7
"2779",0,0,0,0,0,0,0,0,1,0,8
"2780",0,0,0,0,0,0,0,0,1,0,7
"2781",0,0,0,0,0,0,0,0,1,0,4
"2782",0,0,0,0,0,0,0,0,1,0,8
"2783",0,0,0,0,0,0,0,0,1,0,7
"2784",0,0,0,0,0,0,0,0,1,0,26
"2785",0,0,0,0,0,0,0,0,1,0,1
"2786",0,0,0,0,0,0,0,0,1,0,2
"2787",0,0,0,0,0,0,0,0,1,0,8
"2788",0,0,0,0,0,0,0,0,1,0,180
"2789",0,0,0,0,0,0,0,0,1,0,180
"2790",0,0,0,0,0,0,0,0,1,0,17
"2791",0,0,0,0,0,0,0,0,1,0,180
"2792",0,0,0,0,0,0,0,0,1,0,32
"2793",0,0,0,0,0,0,0,0,1,0,23
"2794",0,0,0,0,0,0,0,0,1,0,112
"2795",0,0,0,0,0,0,0,0,1,0,8
"2796",0,0,0,0,0,0,0,0,1,0,60
"2797",0,0,0,0,0,0,0,0,1,0,55
"2798",0,0,0,0,0,0,0,0,1,0,9
"2799",0,0,0,0,0,0,0,0,1,0,7
"2800",0,0,0,0,0,0,0,0,1,0,42
"2801",0,0,0,0,0,0,0,0,1,0,5
"2802",0,0,0,0,0,0,0,0,1,0,2
"2803",0,0,0,0,0,0,0,0,0,1,8
