"","<3 mos.","3-11 mos.","1-5 yrs.","5 yrs.","Not reported","value"
"813",0,1,0,0,0,10
"814",0,1,0,0,0,14
"815",0,1,0,0,0,10
"816",0,1,0,0,0,4
"817",0,1,0,0,0,9
"818",0,1,0,0,0,14
"819",0,1,0,0,0,4
"820",0,1,0,0,0,14
"821",0,1,0,0,0,90
"822",0,1,0,0,0,4
"823",0,1,0,0,0,1
"824",0,1,0,0,0,5
"825",0,1,0,0,0,7
"826",0,1,0,0,0,2
"827",0,1,0,0,0,8
"828",0,1,0,0,0,30
"829",0,1,0,0,0,10
"830",0,1,0,0,0,2
"831",0,1,0,0,0,33
"832",0,1,0,0,0,30
"833",0,1,0,0,0,4
"834",0,1,0,0,0,2
"835",0,1,0,0,0,6
"836",0,1,0,0,0,37
"837",0,1,0,0,0,20
"838",0,1,0,0,0,1
"839",0,1,0,0,0,5
"840",0,1,0,0,0,14
"841",0,1,0,0,0,3
"842",0,1,0,0,0,3
"843",0,1,0,0,0,9
"844",0,1,0,0,0,5
"845",0,1,0,0,0,2
"846",0,1,0,0,0,10
"847",0,1,0,0,0,7
"848",0,1,0,0,0,5
"849",0,1,0,0,0,1
"850",0,1,0,0,0,20
"851",0,1,0,0,0,10
"852",0,1,0,0,0,30
"853",0,1,0,0,0,2
"854",0,1,0,0,0,2
"855",0,1,0,0,0,12
"856",0,1,0,0,0,10
"857",0,1,0,0,0,5
"858",0,1,0,0,0,10
"859",0,1,0,0,0,2
"860",0,1,0,0,0,7
"861",0,1,0,0,0,5
"862",0,1,0,0,0,2
"863",0,1,0,0,0,6
"864",0,1,0,0,0,1
"865",0,1,0,0,0,10
"866",0,1,0,0,0,1
"867",0,1,0,0,0,3
"868",0,1,0,0,0,8
"869",0,1,0,0,0,12
"870",0,1,0,0,0,18
"871",0,1,0,0,0,6
"872",0,1,0,0,0,7
"873",0,1,0,0,0,23
"874",0,1,0,0,0,14
"875",0,1,0,0,0,3
"876",0,1,0,0,0,8
"877",0,1,0,0,0,5
"878",0,1,0,0,0,2
"879",0,1,0,0,0,5
"880",0,1,0,0,0,5
"881",0,1,0,0,0,2
"882",0,1,0,0,0,8
"883",0,1,0,0,0,14
"884",0,1,0,0,0,6
"885",0,1,0,0,0,7
"886",0,1,0,0,0,5
"887",0,1,0,0,0,126
"888",0,1,0,0,0,5
"889",0,1,0,0,0,4
"890",0,1,0,0,0,4
"891",0,1,0,0,0,8
"892",0,1,0,0,0,10
"893",0,1,0,0,0,2
"894",0,1,0,0,0,5
"895",0,1,0,0,0,7
"896",0,1,0,0,0,2
"897",0,1,0,0,0,8
"898",0,1,0,0,0,3
"899",0,1,0,0,0,2
"900",0,1,0,0,0,7
"901",0,1,0,0,0,5
"902",0,1,0,0,0,2
"903",0,1,0,0,0,3
"904",0,1,0,0,0,10
"905",0,1,0,0,0,3
"906",0,1,0,0,0,5
"907",0,1,0,0,0,3
"908",0,1,0,0,0,2
"909",0,1,0,0,0,4
"910",0,1,0,0,0,5
"911",0,1,0,0,0,3
"912",0,1,0,0,0,5
"913",0,1,0,0,0,6
"914",0,1,0,0,0,5
"915",0,1,0,0,0,3
"916",0,1,0,0,0,5
"917",0,1,0,0,0,3
"918",0,1,0,0,0,4
"919",0,1,0,0,0,4
"920",0,1,0,0,0,3
"921",0,1,0,0,0,6
"922",0,1,0,0,0,2
"923",0,1,0,0,0,4
"924",0,1,0,0,0,5
"925",0,1,0,0,0,16
"926",0,1,0,0,0,12
"927",0,1,0,0,0,7
"928",0,1,0,0,0,7
"929",0,1,0,0,0,12
"930",0,1,0,0,0,6
"931",0,1,0,0,0,4
"932",0,1,0,0,0,3
"933",0,1,0,0,0,2
"934",0,1,0,0,0,3
"935",0,1,0,0,0,50
"936",0,1,0,0,0,2
"937",0,1,0,0,0,4
"938",0,1,0,0,0,3
"939",0,1,0,0,0,3
"940",0,1,0,0,0,6
"941",0,1,0,0,0,2
"942",0,1,0,0,0,3
"943",0,1,0,0,0,10
"944",0,1,0,0,0,5
"945",0,1,0,0,0,7
"946",0,1,0,0,0,1
"947",0,1,0,0,0,3
"948",0,1,0,0,0,2
"949",0,1,0,0,0,3
"950",0,1,0,0,0,4
"951",0,1,0,0,0,5
"952",0,1,0,0,0,13
"953",0,1,0,0,0,9
"954",0,1,0,0,0,9
"955",0,1,0,0,0,4
"956",0,1,0,0,0,4
"957",0,1,0,0,0,28
"958",0,1,0,0,0,10
"959",0,1,0,0,0,4
"960",0,1,0,0,0,2
"961",0,1,0,0,0,4
"962",0,1,0,0,0,5
"963",0,1,0,0,0,7
"964",0,1,0,0,0,4
"965",0,1,0,0,0,2
"966",0,1,0,0,0,3
"967",0,1,0,0,0,3
"968",0,1,0,0,0,2
"969",0,1,0,0,0,3
"970",0,1,0,0,0,3
"971",0,1,0,0,0,8
"972",0,1,0,0,0,3
"973",0,1,0,0,0,7
"974",0,1,0,0,0,7
"975",0,1,0,0,0,2
"976",0,1,0,0,0,3
"977",0,1,0,0,0,9
"978",0,1,0,0,0,4
"979",0,1,0,0,0,2
"980",0,1,0,0,0,13
"981",0,1,0,0,0,11
"982",0,1,0,0,0,3
"983",0,1,0,0,0,7
"984",0,1,0,0,0,126
"985",0,1,0,0,0,1
"986",0,1,0,0,0,38
"987",0,1,0,0,0,10
"988",0,1,0,0,0,5
"989",0,1,0,0,0,2
"990",0,1,0,0,0,4
"991",0,1,0,0,0,4
"992",0,1,0,0,0,4
"993",0,1,0,0,0,3
"994",0,1,0,0,0,5
"995",0,1,0,0,0,6
"996",0,1,0,0,0,3
"997",0,1,0,0,0,6
"998",0,1,0,0,0,7
"999",0,1,0,0,0,5
"1000",0,1,0,0,0,24
"1001",0,1,0,0,0,5
"1002",0,1,0,0,0,3
"1003",0,1,0,0,0,8
"1004",0,1,0,0,0,2
"1005",0,1,0,0,0,10
"1006",0,1,0,0,0,15
"1007",0,1,0,0,0,4
"1008",0,1,0,0,0,4
"1009",0,1,0,0,0,8
"1010",0,1,0,0,0,5
"1011",0,1,0,0,0,5
"1012",0,1,0,0,0,2
"1013",0,1,0,0,0,14
"1014",0,1,0,0,0,5
"1015",0,1,0,0,0,3
"1016",0,1,0,0,0,2
"1017",0,1,0,0,0,4
"1018",0,1,0,0,0,2
"1019",0,1,0,0,0,3
"1020",0,1,0,0,0,1
"1021",0,1,0,0,0,10
"1022",0,1,0,0,0,1
"1023",0,1,0,0,0,3
"1024",0,1,0,0,0,2
"1025",0,1,0,0,0,10
"1026",0,1,0,0,0,3
"1027",0,1,0,0,0,5
"1028",0,1,0,0,0,10
"1029",0,1,0,0,0,6
"1030",0,1,0,0,0,6
"1031",0,1,0,0,0,36
"1032",0,1,0,0,0,12
"1033",0,1,0,0,0,11
"1034",0,1,0,0,0,8
"1035",0,1,0,0,0,4
"1036",0,1,0,0,0,6
"1037",0,1,0,0,0,5
"1038",0,1,0,0,0,5
"1039",0,1,0,0,0,4
"1040",0,1,0,0,0,3
"1041",0,1,0,0,0,5
"1042",0,1,0,0,0,12
"1043",0,1,0,0,0,6
"1044",0,1,0,0,0,10
"1045",0,1,0,0,0,7
"1046",0,1,0,0,0,6
"1047",0,1,0,0,0,7
"1048",0,1,0,0,0,12
"1049",0,1,0,0,0,6
"1050",0,1,0,0,0,4
"1051",0,1,0,0,0,2
"1052",0,1,0,0,0,5
"1053",0,1,0,0,0,2
"1054",0,1,0,0,0,4
"1055",0,1,0,0,0,5
"1056",0,1,0,0,0,12
"1057",0,1,0,0,0,5
"1058",0,1,0,0,0,5
"1059",0,1,0,0,0,12
"1060",0,1,0,0,0,19
"1061",0,1,0,0,0,3
"1062",0,1,0,0,0,2
"1063",0,1,0,0,0,11
"1064",0,1,0,0,0,4
"1065",0,1,0,0,0,10
"1066",0,1,0,0,0,10
"1067",0,1,0,0,0,5
"1068",0,1,0,0,0,5
"1069",0,1,0,0,0,3
"1070",0,1,0,0,0,9
"1071",0,1,0,0,0,3
"1072",0,1,0,0,0,7
"1073",0,1,0,0,0,7
"1074",0,1,0,0,0,10
"1075",0,1,0,0,0,2
"1076",0,1,0,0,0,3
"1077",0,1,0,0,0,4
"1078",0,1,0,0,0,6
"1079",0,1,0,0,0,7
"1080",0,1,0,0,0,4
"1081",0,1,0,0,0,2
"1082",0,1,0,0,0,7
"1083",0,1,0,0,0,45
"1084",0,1,0,0,0,3
"1085",0,1,0,0,0,1
"1086",0,1,0,0,0,2
"1087",0,1,0,0,0,3
"1088",0,1,0,0,0,5
"1089",0,1,0,0,0,5
"1090",0,1,0,0,0,2
"1091",0,1,0,0,0,5
"1092",0,1,0,0,0,5
"1093",0,1,0,0,0,7
"1094",0,1,0,0,0,14
"1095",0,1,0,0,0,7
"1096",0,1,0,0,0,2
"1097",0,1,0,0,0,3
"1098",0,1,0,0,0,5
"1099",0,1,0,0,0,5
"1100",0,1,0,0,0,2
"1101",0,1,0,0,0,7
"1102",0,1,0,0,0,3
"1103",0,1,0,0,0,8
"1104",0,1,0,0,0,5
"1105",0,1,0,0,0,2
"1106",0,1,0,0,0,44
"1107",0,1,0,0,0,6
"1108",0,1,0,0,0,7
"1109",0,1,0,0,0,7
"1110",0,1,0,0,0,7
"1111",0,1,0,0,0,1
"1112",0,0,1,0,0,3
"1113",0,0,1,0,0,11
"1114",0,0,1,0,0,7
"1115",0,0,1,0,0,7
"1116",0,0,1,0,0,8
"1117",0,0,1,0,0,9
"1118",0,0,1,0,0,4
"1119",0,0,1,0,0,9
"1120",0,0,1,0,0,3
"1121",0,0,1,0,0,4
"1122",0,0,1,0,0,10
"1123",0,0,1,0,0,7
"1124",0,0,1,0,0,1
"1125",0,0,1,0,0,4
"1126",0,0,1,0,0,3
"1127",0,0,1,0,0,7
"1128",0,0,1,0,0,4
"1129",0,0,1,0,0,17
"1130",0,0,1,0,0,3
"1131",0,0,1,0,0,5
"1132",0,0,1,0,0,8
"1133",0,0,1,0,0,4
"1134",0,0,1,0,0,4
"1135",0,0,1,0,0,5
"1136",0,0,1,0,0,6
"1137",0,0,1,0,0,4
"1138",0,0,1,0,0,12
"1139",0,0,1,0,0,2
"1140",0,0,1,0,0,14
"1141",0,0,1,0,0,6
"1142",0,0,1,0,0,5
"1143",0,0,1,0,0,8
"1144",0,0,1,0,0,14
"1145",0,0,1,0,0,21
"1146",0,0,1,0,0,4
"1147",0,0,1,0,0,24
"1148",0,0,1,0,0,15
"1149",0,0,1,0,0,30
"1150",0,0,1,0,0,10
"1151",0,0,1,0,0,6
"1152",0,0,1,0,0,3
"1153",0,0,1,0,0,11
"1154",0,0,1,0,0,7
"1155",0,0,1,0,0,7
"1156",0,0,1,0,0,8
"1157",0,0,1,0,0,10
"1158",0,0,1,0,0,7
"1159",0,0,1,0,0,7
"1160",0,0,1,0,0,5
"1161",0,0,1,0,0,4
"1162",0,0,1,0,0,7
"1163",0,0,1,0,0,20
"1164",0,0,1,0,0,6
"1165",0,0,1,0,0,4
"1166",0,0,1,0,0,25
"1167",0,0,1,0,0,5
"1168",0,0,1,0,0,4
"1169",0,0,1,0,0,5
"1170",0,0,1,0,0,7
"1171",0,0,1,0,0,3
"1172",0,0,1,0,0,5
"1173",0,0,1,0,0,3
"1174",0,0,1,0,0,5
"1175",0,0,1,0,0,6
"1176",0,0,1,0,0,1
"1177",0,0,1,0,0,4
"1178",0,0,1,0,0,4
"1179",0,0,1,0,0,2
"1180",0,0,1,0,0,5
"1181",0,0,1,0,0,6
"1182",0,0,1,0,0,11
"1183",0,0,1,0,0,5
"1184",0,0,1,0,0,5
"1185",0,0,1,0,0,8
"1186",0,0,1,0,0,7
"1187",0,0,1,0,0,8
"1188",0,0,1,0,0,7
"1189",0,0,1,0,0,3
"1190",0,0,1,0,0,5
"1191",0,0,1,0,0,24
"1192",0,0,1,0,0,10
"1193",0,0,1,0,0,13
"1194",0,0,1,0,0,8
"1195",0,0,1,0,0,7
"1196",0,0,1,0,0,17
"1197",0,0,1,0,0,3
"1198",0,0,1,0,0,5
"1199",0,0,1,0,0,8
"1200",0,0,1,0,0,4
"1201",0,0,1,0,0,4
"1202",0,0,1,0,0,2
"1203",0,0,1,0,0,5
"1204",0,0,1,0,0,6
"1205",0,0,1,0,0,4
"1206",0,0,1,0,0,12
"1207",0,0,1,0,0,8
"1208",0,0,1,0,0,17
"1209",0,0,1,0,0,12
"1210",0,0,1,0,0,3
"1211",0,0,1,0,0,5
"1212",0,0,1,0,0,3
"1213",0,0,1,0,0,3
"1214",0,0,1,0,0,4
"1215",0,0,1,0,0,5
"1216",0,0,1,0,0,3
"1217",0,0,1,0,0,3
"1218",0,0,1,0,0,10
"1219",0,0,1,0,0,2
"1220",0,0,1,0,0,3
"1221",0,0,1,0,0,11
"1222",0,0,1,0,0,7
"1223",0,0,1,0,0,3
"1224",0,0,1,0,0,6
"1225",0,0,1,0,0,45
"1226",0,0,1,0,0,3
"1227",0,0,1,0,0,7
"1228",0,0,1,0,0,12
"1229",0,0,1,0,0,11
"1230",0,0,1,0,0,5
"1231",0,0,1,0,0,8
"1232",0,0,1,0,0,8
"1233",0,0,1,0,0,5
"1234",0,0,1,0,0,1
"1235",0,0,1,0,0,6
"1236",0,0,1,0,0,20
"1237",0,0,1,0,0,7
"1238",0,0,1,0,0,7
"1239",0,0,1,0,0,5
"1240",0,0,1,0,0,6
"1241",0,0,1,0,0,6
"1242",0,0,1,0,0,4
"1243",0,0,1,0,0,7
"1244",0,0,1,0,0,20
"1245",0,0,1,0,0,6
"1246",0,0,1,0,0,6
"1247",0,0,1,0,0,5
"1248",0,0,1,0,0,12
"1249",0,0,1,0,0,11
"1250",0,0,1,0,0,8
"1251",0,0,1,0,0,90
"1252",0,0,1,0,0,19
"1253",0,0,1,0,0,2
"1254",0,0,1,0,0,9
"1255",0,0,1,0,0,15
"1256",0,0,1,0,0,4
"1257",0,0,1,0,0,2
"1258",0,0,1,0,0,3
"1259",0,0,1,0,0,1
"1260",0,0,1,0,0,2
"1261",0,0,1,0,0,3
"1262",0,0,1,0,0,7
"1263",0,0,1,0,0,10
"1264",0,0,1,0,0,1
"1265",0,0,1,0,0,4
"1266",0,0,1,0,0,2
"1267",0,0,1,0,0,3
"1268",0,0,1,0,0,3
"1269",0,0,1,0,0,4
"1270",0,0,1,0,0,4
"1271",0,0,1,0,0,25
"1272",0,0,1,0,0,14
"1273",0,0,1,0,0,5
"1274",0,0,1,0,0,5
"1275",0,0,1,0,0,4
"1276",0,0,1,0,0,5
"1277",0,0,1,0,0,7
"1278",0,0,1,0,0,3
"1279",0,0,1,0,0,5
"1280",0,0,1,0,0,3
"1281",0,0,1,0,0,2
"1282",0,0,1,0,0,7
"1283",0,0,1,0,0,5
"1284",0,0,1,0,0,7
"1285",0,0,1,0,0,10
"1286",0,0,1,0,0,5
"1287",0,0,1,0,0,6
"1288",0,0,1,0,0,7
"1289",0,0,1,0,0,12
"1290",0,0,1,0,0,10
"1291",0,0,1,0,0,1
"1292",0,0,1,0,0,4
"1293",0,0,1,0,0,2
"1294",0,0,1,0,0,13
"1295",0,0,1,0,0,13
"1296",0,0,1,0,0,4
"1297",0,0,1,0,0,5
"1298",0,0,1,0,0,3
"1299",0,0,1,0,0,14
"1300",0,0,1,0,0,3
"1301",0,0,1,0,0,4
"1302",0,0,1,0,0,2
"1303",0,0,1,0,0,5
"1304",0,0,1,0,0,6
"1305",0,0,1,0,0,11
"1306",0,0,1,0,0,1
"1307",0,0,1,0,0,2
"1308",0,0,1,0,0,2
"1309",0,0,1,0,0,51
"1310",0,0,1,0,0,4
"1311",0,0,1,0,0,8
"1312",0,0,1,0,0,5
"1313",0,0,1,0,0,5
"1314",0,0,1,0,0,8
"1315",0,0,1,0,0,8
"1316",0,0,1,0,0,14
"1317",0,0,1,0,0,8
"1318",0,0,1,0,0,11
"1319",0,0,1,0,0,4
"1320",0,0,1,0,0,3
"1321",0,0,1,0,0,8
"1322",0,0,1,0,0,72
"1323",0,0,1,0,0,10
"1324",0,0,1,0,0,19
"1325",0,0,1,0,0,2
"1326",0,0,1,0,0,3
"1327",0,0,1,0,0,23
"1328",0,0,1,0,0,62
"1329",0,0,1,0,0,7
"1330",0,0,1,0,0,16
"1331",0,0,1,0,0,9
"1332",0,0,1,0,0,5
"1333",0,0,1,0,0,6
"1334",0,0,1,0,0,3
"1335",0,0,1,0,0,4
"1336",0,0,1,0,0,1
"1337",0,0,1,0,0,3
"1338",0,0,1,0,0,35
"1339",0,0,1,0,0,180
"1340",0,0,1,0,0,6
"1341",0,0,1,0,0,9
"1342",0,0,1,0,0,3
"1343",0,0,1,0,0,3
"1344",0,0,1,0,0,3
"1345",0,0,1,0,0,8
"1346",0,0,1,0,0,2
"1347",0,0,1,0,0,20
"1348",0,0,1,0,0,17
"1349",0,0,1,0,0,24
"1350",0,0,1,0,0,10
"1351",0,0,1,0,0,13
"1352",0,0,1,0,0,8
"1353",0,0,1,0,0,7
"1354",0,0,1,0,0,2
"1355",0,0,1,0,0,4
"1356",0,0,1,0,0,1
"1357",0,0,1,0,0,60
"1358",0,0,1,0,0,13
"1359",0,0,1,0,0,7
"1360",0,0,1,0,0,18
"1361",0,0,1,0,0,21
"1362",0,0,1,0,0,17
"1363",0,0,1,0,0,3
"1364",0,0,1,0,0,5
"1365",0,0,1,0,0,8
"1366",0,0,1,0,0,4
"1367",0,0,1,0,0,12
"1368",0,0,1,0,0,4
"1369",0,0,1,0,0,7
"1370",0,0,1,0,0,10
"1371",0,0,1,0,0,5
"1372",0,0,1,0,0,6
"1373",0,0,1,0,0,17
"1374",0,0,1,0,0,2
"1375",0,0,1,0,0,3
"1376",0,0,1,0,0,4
"1377",0,0,1,0,0,5
"1378",0,0,1,0,0,5
"1379",0,0,1,0,0,7
"1380",0,0,1,0,0,5
"1381",0,0,1,0,0,7
"1382",0,0,1,0,0,18
"1383",0,0,1,0,0,6
"1384",0,0,1,0,0,5
"1385",0,0,1,0,0,5
"1386",0,0,1,0,0,8
"1387",0,0,1,0,0,5
"1388",0,0,1,0,0,2
"1389",0,0,1,0,0,6
"1390",0,0,1,0,0,2
"1391",0,0,1,0,0,6
"1392",0,0,1,0,0,3
"1393",0,0,1,0,0,3
"1394",0,0,1,0,0,4
"1395",0,0,1,0,0,5
"1396",0,0,1,0,0,5
"1397",0,0,1,0,0,6
"1398",0,0,1,0,0,4
"1399",0,0,1,0,0,7
"1400",0,0,1,0,0,12
"1401",0,0,1,0,0,5
"1402",0,0,1,0,0,8
"1403",0,0,1,0,0,12
"1404",0,0,1,0,0,12
"1405",0,0,1,0,0,3
"1406",0,0,1,0,0,5
"1407",0,0,1,0,0,3
"1408",0,0,1,0,0,3
"1409",0,0,1,0,0,4
"1410",0,0,1,0,0,4
"1411",0,0,1,0,0,1
"1412",0,0,1,0,0,4
"1413",0,0,1,0,0,15
"1414",0,0,1,0,0,4
"1415",0,0,1,0,0,5
"1416",0,0,1,0,0,10
"1417",0,0,1,0,0,7
"1418",0,0,1,0,0,13
"1419",0,0,1,0,0,5
"1420",0,0,1,0,0,5
"1421",0,0,1,0,0,3
"1422",0,0,1,0,0,5
"1423",0,0,1,0,0,5
"1424",0,0,1,0,0,6
"1425",0,0,1,0,0,15
"1426",0,0,1,0,0,14
"1427",0,0,1,0,0,6
"1428",0,0,1,0,0,18
"1429",0,0,1,0,0,5
"1430",0,0,1,0,0,7
"1431",0,0,1,0,0,4
"1432",0,0,1,0,0,4
"1433",0,0,1,0,0,6
"1434",0,0,1,0,0,11
"1435",0,0,1,0,0,2
"1436",0,0,1,0,0,11
"1437",0,0,1,0,0,4
"1438",0,0,1,0,0,5
"1439",0,0,1,0,0,3
"1440",0,0,1,0,0,2
"1441",0,0,1,0,0,2
"1442",0,0,1,0,0,43
"1443",0,0,1,0,0,14
"1444",0,0,1,0,0,10
"1445",0,0,1,0,0,2
"1446",0,0,1,0,0,6
"1447",0,0,1,0,0,65
"1448",0,0,1,0,0,5
"1449",0,0,1,0,0,4
"1450",0,0,1,0,0,11
"1451",0,0,1,0,0,4
"1452",0,0,1,0,0,51
"1453",0,0,1,0,0,9
"1454",0,0,1,0,0,3
"1455",0,0,1,0,0,24
"1456",0,0,1,0,0,3
"1457",0,0,1,0,0,37
"1458",0,0,1,0,0,9
"1459",0,0,1,0,0,22
"1460",0,0,1,0,0,5
"1461",0,0,1,0,0,14
"1462",0,0,1,0,0,4
"1463",0,0,1,0,0,5
"1464",0,0,1,0,0,6
"1465",0,0,1,0,0,2
"1466",0,0,1,0,0,3
"1467",0,0,1,0,0,2
"1468",0,0,1,0,0,4
"1469",0,0,1,0,0,5
"1470",0,0,1,0,0,22
"1471",0,0,1,0,0,4
"1472",0,0,1,0,0,42
"1473",0,0,1,0,0,4
"1474",0,0,1,0,0,5
"1475",0,0,1,0,0,4
"1476",0,0,1,0,0,1
"1477",0,0,1,0,0,3
"1478",0,0,1,0,0,2
"1479",0,0,1,0,0,3
"1480",0,0,1,0,0,4
"1481",0,0,1,0,0,2
"1482",0,0,1,0,0,6
"1483",0,0,1,0,0,12
"1484",0,0,1,0,0,7
"1485",0,0,1,0,0,2
"1486",0,0,1,0,0,3
"1487",0,0,1,0,0,8
"1488",0,0,1,0,0,9
"1489",0,0,1,0,0,2
"1490",0,0,1,0,0,5
"1491",0,0,1,0,0,3
"1492",0,0,1,0,0,2
"1493",0,0,1,0,0,4
"1494",0,0,1,0,0,1
"1495",0,0,1,0,0,1
"1496",0,0,1,0,0,8
"1497",0,0,1,0,0,5
"1498",0,0,1,0,0,8
"1499",0,0,1,0,0,4
"1500",0,0,1,0,0,28
"1501",0,0,1,0,0,2
"1502",0,0,1,0,0,5
"1503",0,0,1,0,0,6
"1504",0,0,1,0,0,2
"1505",0,0,1,0,0,3
"1506",0,0,1,0,0,3
"1507",0,0,1,0,0,2
"1508",0,0,1,0,0,4
"1509",0,0,1,0,0,2
"1510",0,0,1,0,0,2
"1511",0,0,1,0,0,3
"1512",0,0,1,0,0,2
"1513",0,0,1,0,0,6
"1514",0,0,1,0,0,8
"1515",0,0,1,0,0,4
"1516",0,0,1,0,0,2
"1517",0,0,1,0,0,7
"1518",0,0,1,0,0,7
"1519",0,0,1,0,0,15
"1520",0,0,1,0,0,35
"1521",0,0,1,0,0,2
"1522",0,0,1,0,0,11
"1523",0,0,1,0,0,6
"1524",0,0,1,0,0,6
"1525",0,0,1,0,0,7
"1526",0,0,1,0,0,19
"1527",0,0,1,0,0,4
"1528",0,0,1,0,0,4
"1529",0,0,1,0,0,5
"1530",0,0,1,0,0,10
"1531",0,0,1,0,0,4
"1532",0,0,1,0,0,4
"1533",0,0,1,0,0,2
"1534",0,0,1,0,0,4
"1535",0,0,1,0,0,6
"1536",0,0,1,0,0,3
"1537",0,0,1,0,0,4
"1538",0,0,1,0,0,4
"1539",0,0,1,0,0,7
"1540",0,0,1,0,0,7
"1541",0,0,1,0,0,9
"1542",0,0,1,0,0,7
"1543",0,0,1,0,0,5
"1544",0,0,1,0,0,8
"1545",0,0,1,0,0,5
"1546",0,0,1,0,0,5
"1547",0,0,1,0,0,8
"1548",0,0,1,0,0,8
"1549",0,0,1,0,0,4
"1550",0,0,1,0,0,4
"1551",0,0,1,0,0,2
"1552",0,0,1,0,0,3
"1553",0,0,1,0,0,7
"1554",0,0,1,0,0,5
"1555",0,0,1,0,0,3
"1556",0,0,1,0,0,4
"1557",0,0,1,0,0,3
"1558",0,0,1,0,0,3
"1559",0,0,1,0,0,6
"1560",0,0,1,0,0,12
"1561",0,0,1,0,0,3
"1562",0,0,1,0,0,4
"1563",0,0,1,0,0,5
"1564",0,0,1,0,0,8
"1565",0,0,1,0,0,7
"1566",0,0,1,0,0,7
"1567",0,0,1,0,0,5
"1568",0,0,1,0,0,5
"1569",0,0,1,0,0,3
"1570",0,0,1,0,0,11
"1571",0,0,1,0,0,20
"1572",0,0,1,0,0,7
"1573",0,0,1,0,0,5
"1574",0,0,1,0,0,7
"1575",0,0,1,0,0,2
"1576",0,0,1,0,0,8
"1577",0,0,1,0,0,4
"1578",0,0,1,0,0,4
"1579",0,0,1,0,0,3
"1580",0,0,1,0,0,2
"1581",0,0,1,0,0,2
"1582",0,0,1,0,0,4
"1583",0,0,1,0,0,55
"1584",0,0,1,0,0,4
"1585",0,0,1,0,0,5
"1586",0,0,1,0,0,3
"1587",0,0,1,0,0,12
"1588",0,0,1,0,0,16
"1589",0,0,1,0,0,2
"1590",0,0,1,0,0,4
"1591",0,0,1,0,0,2
"1592",0,0,1,0,0,10
