"","12AM-4AM"," 4AM-8AM","8AM-12PM","12PM-4PM","4PM-8PM","8PM-12AM","value"
"666",0,0,1,0,0,0,2
"667",0,0,1,0,0,0,5
"668",0,0,1,0,0,0,4
"669",0,0,1,0,0,0,4
"670",0,0,1,0,0,0,1
"671",0,0,1,0,0,0,4
"672",0,0,1,0,0,0,2
"673",0,0,1,0,0,0,4
"674",0,0,1,0,0,0,116
"675",0,0,1,0,0,0,3
"676",0,0,1,0,0,0,4
"677",0,0,1,0,0,0,5
"678",0,0,1,0,0,0,9
"679",0,0,1,0,0,0,5
"680",0,0,1,0,0,0,14
"681",0,0,1,0,0,0,34
"682",0,0,1,0,0,0,18
"683",0,0,1,0,0,0,2
"684",0,0,1,0,0,0,21
"685",0,0,1,0,0,0,11
"686",0,0,1,0,0,0,25
"687",0,0,1,0,0,0,5
"688",0,0,1,0,0,0,32
"689",0,0,1,0,0,0,74
"690",0,0,1,0,0,0,13
"691",0,0,1,0,0,0,25
"692",0,0,1,0,0,0,9
"693",0,0,1,0,0,0,30
"694",0,0,1,0,0,0,30
"695",0,0,1,0,0,0,12
"696",0,0,1,0,0,0,3
"697",0,0,1,0,0,0,5
"698",0,0,1,0,0,0,19
"699",0,0,1,0,0,0,15
"700",0,0,1,0,0,0,18
"701",0,0,1,0,0,0,2
"702",0,0,1,0,0,0,4
"703",0,0,1,0,0,0,3
"704",0,0,1,0,0,0,3
"705",0,0,1,0,0,0,4
"706",0,0,1,0,0,0,6
"707",0,0,1,0,0,0,16
"708",0,0,1,0,0,0,8
"709",0,0,1,0,0,0,7
"710",0,0,1,0,0,0,3
"711",0,0,1,0,0,0,20
"712",0,0,1,0,0,0,7
"713",0,0,1,0,0,0,7
"714",0,0,1,0,0,0,8
"715",0,0,1,0,0,0,11
"716",0,0,1,0,0,0,2
"717",0,0,1,0,0,0,8
"718",0,0,1,0,0,0,45
"719",0,0,1,0,0,0,60
"720",0,0,1,0,0,0,2
"721",0,0,1,0,0,0,7
"722",0,0,1,0,0,0,28
"723",0,0,1,0,0,0,9
"724",0,0,1,0,0,0,2
"725",0,0,1,0,0,0,4
"726",0,0,1,0,0,0,2
"727",0,0,1,0,0,0,8
"728",0,0,1,0,0,0,15
"729",0,0,1,0,0,0,7
"730",0,0,1,0,0,0,6
"731",0,0,1,0,0,0,14
"732",0,0,1,0,0,0,4
"733",0,0,1,0,0,0,12
"734",0,0,1,0,0,0,8
"735",0,0,1,0,0,0,5
"736",0,0,1,0,0,0,6
"737",0,0,1,0,0,0,21
"738",0,0,1,0,0,0,3
"739",0,0,1,0,0,0,7
"740",0,0,1,0,0,0,5
"741",0,0,1,0,0,0,6
"742",0,0,1,0,0,0,5
"743",0,0,1,0,0,0,3
"744",0,0,1,0,0,0,9
"745",0,0,1,0,0,0,5
"746",0,0,1,0,0,0,3
"747",0,0,1,0,0,0,3
"748",0,0,1,0,0,0,4
"749",0,0,1,0,0,0,49
"750",0,0,1,0,0,0,10
"751",0,0,1,0,0,0,3
"752",0,0,1,0,0,0,8
"753",0,0,1,0,0,0,5
"754",0,0,1,0,0,0,2
"755",0,0,1,0,0,0,4
"756",0,0,1,0,0,0,5
"757",0,0,1,0,0,0,13
"758",0,0,1,0,0,0,3
"759",0,0,1,0,0,0,7
"760",0,0,1,0,0,0,5
"761",0,0,1,0,0,0,129
"762",0,0,1,0,0,0,3
"763",0,0,1,0,0,0,3
"764",0,0,1,0,0,0,38
"765",0,0,1,0,0,0,17
"766",0,0,1,0,0,0,5
"767",0,0,1,0,0,0,2
"768",0,0,1,0,0,0,6
"769",0,0,1,0,0,0,3
"770",0,0,1,0,0,0,5
"771",0,0,1,0,0,0,4
"772",0,0,1,0,0,0,7
"773",0,0,1,0,0,0,4
"774",0,0,1,0,0,0,15
"775",0,0,1,0,0,0,21
"776",0,0,1,0,0,0,1
"777",0,0,1,0,0,0,10
"778",0,0,1,0,0,0,4
"779",0,0,1,0,0,0,4
"780",0,0,1,0,0,0,2
"781",0,0,1,0,0,0,2
"782",0,0,1,0,0,0,8
"783",0,0,1,0,0,0,15
"784",0,0,1,0,0,0,6
"785",0,0,1,0,0,0,21
"786",0,0,1,0,0,0,4
"787",0,0,1,0,0,0,6
"788",0,0,1,0,0,0,5
"789",0,0,1,0,0,0,23
"790",0,0,1,0,0,0,48
"791",0,0,1,0,0,0,18
"792",0,0,1,0,0,0,2
"793",0,0,1,0,0,0,5
"794",0,0,1,0,0,0,2
"795",0,0,1,0,0,0,4
"796",0,0,1,0,0,0,2
"797",0,0,1,0,0,0,4
"798",0,0,1,0,0,0,4
"799",0,0,1,0,0,0,2
"800",0,0,1,0,0,0,60
"801",0,0,1,0,0,0,5
"802",0,0,1,0,0,0,3
"803",0,0,1,0,0,0,65
"804",0,0,1,0,0,0,5
"805",0,0,1,0,0,0,2
"806",0,0,1,0,0,0,30
"807",0,0,1,0,0,0,11
"808",0,0,1,0,0,0,50
"809",0,0,1,0,0,0,3
"810",0,0,1,0,0,0,5
"811",0,0,1,0,0,0,8
"812",0,0,1,0,0,0,10
"813",0,0,1,0,0,0,3
"814",0,0,1,0,0,0,5
"815",0,0,1,0,0,0,5
"816",0,0,1,0,0,0,12
"817",0,0,1,0,0,0,4
"818",0,0,1,0,0,0,2
"819",0,0,1,0,0,0,3
"820",0,0,1,0,0,0,5
"821",0,0,1,0,0,0,12
"822",0,0,1,0,0,0,4
"823",0,0,1,0,0,0,6
"824",0,0,1,0,0,0,13
"825",0,0,1,0,0,0,2
"826",0,0,1,0,0,0,16
"827",0,0,1,0,0,0,3
"828",0,0,1,0,0,0,4
"829",0,0,1,0,0,0,3
"830",0,0,1,0,0,0,3
"831",0,0,1,0,0,0,1
"832",0,0,1,0,0,0,7
"833",0,0,1,0,0,0,18
"834",0,0,1,0,0,0,2
"835",0,0,1,0,0,0,32
"836",0,0,1,0,0,0,5
"837",0,0,1,0,0,0,11
"838",0,0,1,0,0,0,8
"839",0,0,1,0,0,0,5
"840",0,0,1,0,0,0,2
"841",0,0,1,0,0,0,1
"842",0,0,1,0,0,0,2
"843",0,0,1,0,0,0,2
"844",0,0,1,0,0,0,3
"845",0,0,1,0,0,0,3
"846",0,0,1,0,0,0,16
"847",0,0,1,0,0,0,8
"848",0,0,1,0,0,0,5
"849",0,0,1,0,0,0,11
"850",0,0,1,0,0,0,2
"851",0,0,1,0,0,0,10
"852",0,0,1,0,0,0,1
"853",0,0,1,0,0,0,13
"854",0,0,1,0,0,0,4
"855",0,0,1,0,0,0,3
"856",0,0,1,0,0,0,3
"857",0,0,1,0,0,0,2
"858",0,0,1,0,0,0,3
"859",0,0,1,0,0,0,3
"860",0,0,1,0,0,0,2
"861",0,0,1,0,0,0,3
"862",0,0,1,0,0,0,2
"863",0,0,1,0,0,0,2
"864",0,0,1,0,0,0,7
"865",0,0,1,0,0,0,89
"866",0,0,1,0,0,0,1
"867",0,0,1,0,0,0,18
"868",0,0,1,0,0,0,6
"869",0,0,1,0,0,0,60
"870",0,0,1,0,0,0,35
"871",0,0,1,0,0,0,2
"872",0,0,1,0,0,0,11
"873",0,0,1,0,0,0,6
"874",0,0,1,0,0,0,7
"875",0,0,1,0,0,0,5
"876",0,0,1,0,0,0,2
"877",0,0,1,0,0,0,3
"878",0,0,1,0,0,0,2
"879",0,0,1,0,0,0,5
"880",0,0,1,0,0,0,10
"881",0,0,1,0,0,0,4
"882",0,0,1,0,0,0,6
"883",0,0,1,0,0,0,14
"884",0,0,1,0,0,0,4
"885",0,0,1,0,0,0,7
"886",0,0,1,0,0,0,4
"887",0,0,1,0,0,0,3
"888",0,0,1,0,0,0,1
"889",0,0,1,0,0,0,24
"890",0,0,1,0,0,0,7
"891",0,0,1,0,0,0,10
"892",0,0,1,0,0,0,8
"893",0,0,1,0,0,0,6
"894",0,0,1,0,0,0,3
"895",0,0,1,0,0,0,3
"896",0,0,1,0,0,0,2
"897",0,0,1,0,0,0,7
"898",0,0,1,0,0,0,4
"899",0,0,1,0,0,0,4
"900",0,0,1,0,0,0,3
"901",0,0,1,0,0,0,3
"902",0,0,1,0,0,0,5
"903",0,0,1,0,0,0,4
"904",0,0,1,0,0,0,4
"905",0,0,1,0,0,0,5
"906",0,0,1,0,0,0,4
"907",0,0,1,0,0,0,2
"908",0,0,1,0,0,0,5
"909",0,0,1,0,0,0,31
"910",0,0,1,0,0,0,10
"911",0,0,1,0,0,0,3
"912",0,0,1,0,0,0,8
"913",0,0,1,0,0,0,9
"914",0,0,1,0,0,0,6
"915",0,0,1,0,0,0,13
"916",0,0,1,0,0,0,5
"917",0,0,1,0,0,0,4
"918",0,0,1,0,0,0,7
"919",0,0,1,0,0,0,13
"920",0,0,1,0,0,0,7
"921",0,0,1,0,0,0,7
"922",0,0,1,0,0,0,6
"923",0,0,1,0,0,0,4
"924",0,0,1,0,0,0,4
"925",0,0,1,0,0,0,11
"926",0,0,1,0,0,0,2
"927",0,0,1,0,0,0,4
"928",0,0,1,0,0,0,2
"929",0,0,1,0,0,0,2
"930",0,0,1,0,0,0,3
"931",0,0,1,0,0,0,1
"932",0,0,1,0,0,0,6
"933",0,0,1,0,0,0,5
"934",0,0,1,0,0,0,9
"935",0,0,1,0,0,0,3
"936",0,0,1,0,0,0,14
"937",0,0,1,0,0,0,14
"938",0,0,1,0,0,0,4
"939",0,0,1,0,0,0,5
"940",0,0,1,0,0,0,2
"941",0,0,1,0,0,0,4
"942",0,0,1,0,0,0,4
"943",0,0,1,0,0,0,15
"944",0,0,1,0,0,0,9
"945",0,0,1,0,0,0,10
"946",0,0,1,0,0,0,21
"947",0,0,1,0,0,0,19
"948",0,0,1,0,0,0,1
"949",0,0,1,0,0,0,1
"950",0,0,1,0,0,0,2
"951",0,0,1,0,0,0,7
"952",0,0,1,0,0,0,4
"953",0,0,1,0,0,0,30
"954",0,0,1,0,0,0,13
"955",0,0,1,0,0,0,10
"956",0,0,1,0,0,0,16
"957",0,0,1,0,0,0,5
"958",0,0,1,0,0,0,3
"959",0,0,1,0,0,0,7
"960",0,0,1,0,0,0,56
"961",0,0,1,0,0,0,8
"962",0,0,1,0,0,0,12
"963",0,0,1,0,0,0,6
"964",0,0,1,0,0,0,10
"965",0,0,1,0,0,0,2
"966",0,0,1,0,0,0,10
"967",0,0,1,0,0,0,2
"968",0,0,1,0,0,0,7
"969",0,0,1,0,0,0,4
"970",0,0,1,0,0,0,4
"971",0,0,1,0,0,0,5
"972",0,0,1,0,0,0,5
"973",0,0,1,0,0,0,5
"974",0,0,1,0,0,0,5
"975",0,0,1,0,0,0,1
"976",0,0,1,0,0,0,3
"977",0,0,1,0,0,0,3
"978",0,0,1,0,0,0,3
"979",0,0,1,0,0,0,1
"980",0,0,1,0,0,0,3
"981",0,0,1,0,0,0,25
"982",0,0,1,0,0,0,6
"983",0,0,1,0,0,0,2
"984",0,0,1,0,0,0,1
"985",0,0,1,0,0,0,6
"986",0,0,1,0,0,0,19
"987",0,0,1,0,0,0,3
"988",0,0,1,0,0,0,2
"989",0,0,1,0,0,0,18
"990",0,0,1,0,0,0,4
"991",0,0,1,0,0,0,7
"992",0,0,1,0,0,0,6
"993",0,0,1,0,0,0,31
"994",0,0,1,0,0,0,5
"995",0,0,1,0,0,0,60
"996",0,0,1,0,0,0,8
"997",0,0,1,0,0,0,2
"998",0,0,1,0,0,0,6
"999",0,0,1,0,0,0,3
"1000",0,0,1,0,0,0,120
"1001",0,0,1,0,0,0,4
"1002",0,0,1,0,0,0,4
"1003",0,0,1,0,0,0,5
"1004",0,0,1,0,0,0,6
"1005",0,0,1,0,0,0,8
"1006",0,0,1,0,0,0,3
"1007",0,0,1,0,0,0,8
"1008",0,0,1,0,0,0,4
"1009",0,0,1,0,0,0,15
"1010",0,0,1,0,0,0,5
"1011",0,0,1,0,0,0,6
"1012",0,0,1,0,0,0,15
"1013",0,0,1,0,0,0,5
"1014",0,0,1,0,0,0,4
"1015",0,0,1,0,0,0,6
"1016",0,0,1,0,0,0,4
"1017",0,0,1,0,0,0,5
"1018",0,0,1,0,0,0,2
"1019",0,0,1,0,0,0,3
"1020",0,0,1,0,0,0,15
"1021",0,0,1,0,0,0,48
"1022",0,0,1,0,0,0,35
"1023",0,0,1,0,0,0,2
"1024",0,0,1,0,0,0,26
"1025",0,0,1,0,0,0,6
"1026",0,0,1,0,0,0,7
"1027",0,0,1,0,0,0,8
"1028",0,0,1,0,0,0,7
"1029",0,0,1,0,0,0,6
"1030",0,0,1,0,0,0,2
"1031",0,0,1,0,0,0,3
"1032",0,0,1,0,0,0,7
"1033",0,0,1,0,0,0,15
"1034",0,0,1,0,0,0,14
"1035",0,0,1,0,0,0,3
"1036",0,0,1,0,0,0,2
"1037",0,0,1,0,0,0,5
"1038",0,0,1,0,0,0,2
"1039",0,0,1,0,0,0,3
"1040",0,0,1,0,0,0,5
"1041",0,0,1,0,0,0,3
"1042",0,0,1,0,0,0,3
"1043",0,0,1,0,0,0,14
"1044",0,0,1,0,0,0,1
"1045",0,0,1,0,0,0,21
"1046",0,0,1,0,0,0,1
"1047",0,0,1,0,0,0,2
"1048",0,0,1,0,0,0,3
"1049",0,0,1,0,0,0,3
"1050",0,0,1,0,0,0,4
"1051",0,0,1,0,0,0,3
"1052",0,0,1,0,0,0,4
"1053",0,0,1,0,0,0,8
"1054",0,0,1,0,0,0,3
"1055",0,0,1,0,0,0,3
"1056",0,0,1,0,0,0,5
"1057",0,0,1,0,0,0,7
"1058",0,0,1,0,0,0,3
"1059",0,0,1,0,0,0,3
"1060",0,0,1,0,0,0,12
"1061",0,0,1,0,0,0,2
"1062",0,0,1,0,0,0,8
"1063",0,0,1,0,0,0,3
"1064",0,0,1,0,0,0,2
"1065",0,0,1,0,0,0,3
"1066",0,0,1,0,0,0,3
"1067",0,0,1,0,0,0,8
"1068",0,0,1,0,0,0,38
"1069",0,0,1,0,0,0,12
"1070",0,0,1,0,0,0,7
"1071",0,0,1,0,0,0,3
"1072",0,0,1,0,0,0,2
"1073",0,0,1,0,0,0,1
"1074",0,0,1,0,0,0,3
"1075",0,0,0,1,0,0,3
"1076",0,0,0,1,0,0,3
"1077",0,0,0,1,0,0,6
"1078",0,0,0,1,0,0,3
"1079",0,0,0,1,0,0,16
"1080",0,0,0,1,0,0,17
"1081",0,0,0,1,0,0,6
"1082",0,0,0,1,0,0,26
"1083",0,0,0,1,0,0,3
"1084",0,0,0,1,0,0,56
"1085",0,0,0,1,0,0,3
"1086",0,0,0,1,0,0,8
"1087",0,0,0,1,0,0,1
"1088",0,0,0,1,0,0,18
"1089",0,0,0,1,0,0,9
"1090",0,0,0,1,0,0,10
"1091",0,0,0,1,0,0,3
"1092",0,0,0,1,0,0,5
"1093",0,0,0,1,0,0,2
"1094",0,0,0,1,0,0,49
"1095",0,0,0,1,0,0,4
"1096",0,0,0,1,0,0,4
"1097",0,0,0,1,0,0,2
"1098",0,0,0,1,0,0,5
"1099",0,0,0,1,0,0,10
"1100",0,0,0,1,0,0,5
"1101",0,0,0,1,0,0,18
"1102",0,0,0,1,0,0,2
"1103",0,0,0,1,0,0,27
"1104",0,0,0,1,0,0,8
"1105",0,0,0,1,0,0,7
"1106",0,0,0,1,0,0,5
"1107",0,0,0,1,0,0,14
"1108",0,0,0,1,0,0,13
"1109",0,0,0,1,0,0,8
"1110",0,0,0,1,0,0,14
"1111",0,0,0,1,0,0,4
"1112",0,0,0,1,0,0,15
"1113",0,0,0,1,0,0,6
"1114",0,0,0,1,0,0,20
"1115",0,0,0,1,0,0,7
"1116",0,0,0,1,0,0,57
"1117",0,0,0,1,0,0,3
"1118",0,0,0,1,0,0,3
"1119",0,0,0,1,0,0,6
"1120",0,0,0,1,0,0,45
"1121",0,0,0,1,0,0,3
"1122",0,0,0,1,0,0,14
"1123",0,0,0,1,0,0,17
"1124",0,0,0,1,0,0,8
"1125",0,0,0,1,0,0,6
"1126",0,0,0,1,0,0,4
"1127",0,0,0,1,0,0,3
"1128",0,0,0,1,0,0,2
"1129",0,0,0,1,0,0,3
"1130",0,0,0,1,0,0,3
"1131",0,0,0,1,0,0,6
"1132",0,0,0,1,0,0,26
"1133",0,0,0,1,0,0,4
"1134",0,0,0,1,0,0,56
"1135",0,0,0,1,0,0,3
"1136",0,0,0,1,0,0,8
"1137",0,0,0,1,0,0,1
"1138",0,0,0,1,0,0,1
"1139",0,0,0,1,0,0,3
"1140",0,0,0,1,0,0,10
"1141",0,0,0,1,0,0,5
"1142",0,0,0,1,0,0,10
"1143",0,0,0,1,0,0,8
"1144",0,0,0,1,0,0,51
"1145",0,0,0,1,0,0,10
"1146",0,0,0,1,0,0,30
"1147",0,0,0,1,0,0,6
"1148",0,0,0,1,0,0,7
"1149",0,0,0,1,0,0,5
"1150",0,0,0,1,0,0,7
"1151",0,0,0,1,0,0,8
"1152",0,0,0,1,0,0,11
"1153",0,0,0,1,0,0,10
"1154",0,0,0,1,0,0,12
"1155",0,0,0,1,0,0,14
"1156",0,0,0,1,0,0,3
"1157",0,0,0,1,0,0,10
"1158",0,0,0,1,0,0,24
"1159",0,0,0,1,0,0,8
"1160",0,0,0,1,0,0,10
"1161",0,0,0,1,0,0,9
"1162",0,0,0,1,0,0,7
"1163",0,0,0,1,0,0,2
"1164",0,0,0,1,0,0,49
"1165",0,0,0,1,0,0,4
"1166",0,0,0,1,0,0,4
"1167",0,0,0,1,0,0,2
"1168",0,0,0,1,0,0,9
"1169",0,0,0,1,0,0,9
"1170",0,0,0,1,0,0,5
"1171",0,0,0,1,0,0,10
"1172",0,0,0,1,0,0,5
"1173",0,0,0,1,0,0,18
"1174",0,0,0,1,0,0,5
"1175",0,0,0,1,0,0,10
"1176",0,0,0,1,0,0,7
"1177",0,0,0,1,0,0,3
"1178",0,0,0,1,0,0,6
"1179",0,0,0,1,0,0,3
"1180",0,0,0,1,0,0,3
"1181",0,0,0,1,0,0,5
"1182",0,0,0,1,0,0,2
"1183",0,0,0,1,0,0,5
"1184",0,0,0,1,0,0,3
"1185",0,0,0,1,0,0,3
"1186",0,0,0,1,0,0,6
"1187",0,0,0,1,0,0,3
"1188",0,0,0,1,0,0,7
"1189",0,0,0,1,0,0,16
"1190",0,0,0,1,0,0,6
"1191",0,0,0,1,0,0,45
"1192",0,0,0,1,0,0,3
"1193",0,0,0,1,0,0,13
"1194",0,0,0,1,0,0,21
"1195",0,0,0,1,0,0,5
"1196",0,0,0,1,0,0,14
"1197",0,0,0,1,0,0,17
"1198",0,0,0,1,0,0,15
"1199",0,0,0,1,0,0,1
"1200",0,0,0,1,0,0,10
"1201",0,0,0,1,0,0,8
"1202",0,0,0,1,0,0,8
"1203",0,0,0,1,0,0,6
"1204",0,0,0,1,0,0,4
"1205",0,0,0,1,0,0,6
"1206",0,0,0,1,0,0,8
"1207",0,0,0,1,0,0,3
"1208",0,0,0,1,0,0,2
"1209",0,0,0,1,0,0,3
"1210",0,0,0,1,0,0,3
"1211",0,0,0,1,0,0,7
"1212",0,0,0,1,0,0,6
"1213",0,0,0,1,0,0,7
"1214",0,0,0,1,0,0,10
"1215",0,0,0,1,0,0,10
"1216",0,0,0,1,0,0,11
"1217",0,0,0,1,0,0,12
"1218",0,0,0,1,0,0,30
"1219",0,0,0,1,0,0,12
"1220",0,0,0,1,0,0,15
"1221",0,0,0,1,0,0,3
"1222",0,0,0,1,0,0,1
"1223",0,0,0,1,0,0,2
"1224",0,0,0,1,0,0,3
"1225",0,0,0,1,0,0,10
"1226",0,0,0,1,0,0,5
"1227",0,0,0,1,0,0,2
"1228",0,0,0,1,0,0,2
"1229",0,0,0,1,0,0,3
"1230",0,0,0,1,0,0,4
"1231",0,0,0,1,0,0,6
"1232",0,0,0,1,0,0,26
"1233",0,0,0,1,0,0,5
"1234",0,0,0,1,0,0,4
"1235",0,0,0,1,0,0,7
"1236",0,0,0,1,0,0,3
"1237",0,0,0,1,0,0,8
"1238",0,0,0,1,0,0,1
"1239",0,0,0,1,0,0,1
"1240",0,0,0,1,0,0,3
"1241",0,0,0,1,0,0,10
"1242",0,0,0,1,0,0,18
"1243",0,0,0,1,0,0,4
"1244",0,0,0,1,0,0,5
"1245",0,0,0,1,0,0,9
"1246",0,0,0,1,0,0,7
"1247",0,0,0,1,0,0,5
"1248",0,0,0,1,0,0,10
"1249",0,0,0,1,0,0,16
"1250",0,0,0,1,0,0,4
"1251",0,0,0,1,0,0,2
"1252",0,0,0,1,0,0,8
"1253",0,0,0,1,0,0,2
"1254",0,0,0,1,0,0,1
"1255",0,0,0,1,0,0,8
"1256",0,0,0,1,0,0,2
"1257",0,0,0,1,0,0,4
"1258",0,0,0,1,0,0,3
"1259",0,0,0,1,0,0,51
"1260",0,0,0,1,0,0,3
"1261",0,0,0,1,0,0,1
"1262",0,0,0,1,0,0,12
"1263",0,0,0,1,0,0,30
"1264",0,0,0,1,0,0,6
"1265",0,0,0,1,0,0,7
"1266",0,0,0,1,0,0,5
"1267",0,0,0,1,0,0,4
"1268",0,0,0,1,0,0,3
"1269",0,0,0,1,0,0,5
"1270",0,0,0,1,0,0,7
"1271",0,0,0,1,0,0,8
"1272",0,0,0,1,0,0,11
"1273",0,0,0,1,0,0,10
"1274",0,0,0,1,0,0,8
"1275",0,0,0,1,0,0,12
"1276",0,0,0,1,0,0,14
"1277",0,0,0,1,0,0,3
"1278",0,0,0,1,0,0,3
"1279",0,0,0,1,0,0,10
"1280",0,0,0,1,0,0,60
"1281",0,0,0,1,0,0,6
"1282",0,0,0,1,0,0,10
"1283",0,0,0,1,0,0,21
"1284",0,0,0,1,0,0,16
"1285",0,0,0,1,0,0,20
"1286",0,0,0,1,0,0,16
"1287",0,0,0,1,0,0,22
"1288",0,0,0,1,0,0,31
"1289",0,0,0,1,0,0,23
"1290",0,0,0,1,0,0,5
"1291",0,0,0,1,0,0,31
"1292",0,0,0,1,0,0,27
"1293",0,0,0,1,0,0,4
"1294",0,0,0,1,0,0,3
"1295",0,0,0,1,0,0,80
"1296",0,0,0,1,0,0,1
"1297",0,0,0,1,0,0,4
"1298",0,0,0,1,0,0,14
"1299",0,0,0,1,0,0,3
"1300",0,0,0,1,0,0,4
"1301",0,0,0,1,0,0,2
"1302",0,0,0,1,0,0,10
"1303",0,0,0,1,0,0,30
"1304",0,0,0,1,0,0,2
"1305",0,0,0,1,0,0,10
"1306",0,0,0,1,0,0,24
"1307",0,0,0,1,0,0,8
"1308",0,0,0,1,0,0,10
"1309",0,0,0,1,0,0,9
"1310",0,0,0,1,0,0,7
"1311",0,0,0,1,0,0,4
"1312",0,0,0,1,0,0,4
"1313",0,0,0,1,0,0,1
"1314",0,0,0,1,0,0,4
"1315",0,0,0,1,0,0,2
"1316",0,0,0,1,0,0,8
"1317",0,0,0,1,0,0,1
